"codgeo";"libgeo";"pop2019";"pop0020_2019";"pop6475_2019";"pop7582019";"typoAAV20";"grilledens7";"libaav20";"tx_evol_annuel_1319"
"17098";"Chenac-Saint-Seurin-d'Uzet";"598";"109";"162";"75";"T00_30";6;"N/A - hors champ";"0.45"
"17099";"Chepniers";"635";"115";"169";"82";"T00_30";6;"N/A - hors champ";"-1.11"
"17100";"Chérac";"1118";"256";"219";"115";"T02_20";6;"152 - Cognac";"0.27"
"17101";"Cherbonnières";"331";"70";"72";"40";"T00_30";6;"N/A - hors champ";"-0.88"
"17102";"Chermignac";"1263";"268";"315";"115";"T02_20";5;"120 - Saintes";"-0.08"
"17104";"Chevanceaux";"1090";"254";"221";"131";"T00_30";6;"N/A - hors champ";"1.69"
"17105";"Chives";"316";"39";"93";"59";"T00_30";6;"N/A - hors champ";"-1.78"
"17106";"Cierzac";"313";"92";"38";"23";"T02_20";6;"152 - Cognac";"1.81"
"17107";"Ciré-d'Aunis";"1455";"395";"194";"95";"T03_20";5;"051 - La Rochelle";"2.6"
"17108";"Clam";"407";"91";"83";"36";"T01_20";6;"354 - Jonzac";"-0.2"
"17109";"Clavette";"1438";"353";"215";"105";"T03_20";3;"051 - La Rochelle";"1.62"
"17110";"Clérac";"977";"186";"227";"136";"T00_30";7;"N/A - hors champ";"-0.15"
"17111";"Clion";"820";"175";"175";"100";"T01_20";6;"354 - Jonzac";"-0.28"
"17112";"La Clisse";"713";"192";"118";"42";"T02_20";6;"120 - Saintes";"2.83"
"17113";"La Clotte";"717";"173";"163";"66";"T00_30";6;"N/A - hors champ";"0.47"
"17114";"Coivert";"212";"41";"48";"28";"T00_30";7;"N/A - hors champ";"-1.63"
"17115";"Colombiers";"309";"72";"48";"32";"T02_20";6;"120 - Saintes";"-0.79"
"17116";"Consac";"225";"38";"69";"27";"T00_30";7;"N/A - hors champ";"-0.44"
"17117";"Contré";"140";"30";"36";"15";"T00_30";6;"N/A - hors champ";"2.18"
"17118";"Corignac";"348";"77";"73";"19";"T00_30";6;"N/A - hors champ";"-1.11"
"17119";"Corme-Écluse";"1127";"269";"225";"90";"T02_20";6;"131 - Royan";"0.76"
"17120";"Corme-Royal";"1878";"439";"344";"225";"T02_20";5;"120 - Saintes";"2.04"
"17121";"La Couarde-sur-Mer";"1137";"142";"345";"253";"T01_20";5;"513 - La Flotte";"-1.28"
"17122";"Coulonges";"234";"55";"41";"21";"T02_20";6;"152 - Cognac";"-1.29"
"17124";"Courant";"426";"119";"67";"33";"T01_20";6;"315 - Saint-Jean-d'Angély";"1.18"
"17125";"Courcelles";"462";"71";"136";"53";"T01_20";6;"315 - Saint-Jean-d'Angély";"-0.14"
"17126";"Courcerac";"299";"74";"73";"23";"T00_30";6;"N/A - hors champ";"-0.65"
"17127";"Courçon";"1776";"476";"267";"125";"T03_20";5;"051 - La Rochelle";"0.44"
"17128";"Courcoury";"694";"146";"179";"53";"T02_20";6;"120 - Saintes";"-0.21"
"17129";"Courpignac";"419";"87";"86";"41";"T00_30";7;"N/A - hors champ";"0.4"
"17130";"Coux";"473";"106";"116";"49";"T00_30";6;"N/A - hors champ";"0.25"
"17131";"Cozes";"2150";"367";"566";"396";"T02_20";5;"131 - Royan";"0.66"
"17132";"Cramchaban";"650";"178";"91";"55";"T03_20";6;"051 - La Rochelle";"0.28"
"17133";"Cravans";"896";"230";"169";"116";"T02_20";6;"120 - Saintes";"2.76"
"17134";"Crazannes";"432";"87";"92";"47";"T02_20";6;"120 - Saintes";"0.12"
"17135";"Cressé";"229";"26";"74";"45";"T00_30";6;"N/A - hors champ";"0.22"
"17136";"Croix-Chapeau";"1284";"311";"218";"72";"T03_20";3;"051 - La Rochelle";"0.75"
"17137";"La Croix-Comtesse";"223";"42";"50";"36";"T02_20";6;"063 - Niort";"-1.29"
"17138";"Dampierre-sur-Boutonne";"282";"33";"92";"47";"T00_30";6;"N/A - hors champ";"0.67"
"17139";"Dœuil-sur-le-Mignon";"336";"73";"66";"38";"T00_30";6;"N/A - hors champ";"-0.63"
"17140";"Dolus-d'Oléron";"3144";"519";"870";"463";"T00_30";6;"N/A - hors champ";"-0.45"
"17141";"Dompierre-sur-Charente";"470";"101";"110";"48";"T02_20";6;"120 - Saintes";"-0.18"
"17142";"Dompierre-sur-Mer";"5638";"1205";"1187";"660";"T03_20";4;"051 - La Rochelle";"0.89"
"17143";"Le Douhet";"703";"150";"151";"69";"T02_20";6;"120 - Saintes";"0.19"
"17145";"Échebrune";"485";"112";"93";"56";"T01_20";6;"575 - Pons";"-0.24"
"17146";"Échillais";"3547";"754";"817";"424";"T02_20";5;"140 - Rochefort";"0.73"
"17147";"Écoyeux";"1376";"372";"259";"65";"T02_20";6;"120 - Saintes";"0.87"
"17148";"Écurat";"459";"99";"112";"27";"T02_20";6;"120 - Saintes";"-1.02"
"17149";"Les Éduts";"59";"11";"8";"12";"T00_30";7;"N/A - hors champ";"-2.1"
"17150";"Les Églises-d'Argenteuil";"521";"120";"125";"46";"T01_20";6;"315 - Saint-Jean-d'Angély";"-0.1"
"17151";"L'Éguille";"876";"179";"191";"99";"T02_20";5;"131 - Royan";"-0.15"
"17152";"Épargnes";"874";"164";"192";"145";"T00_30";6;"N/A - hors champ";"0.47"
"17153";"Esnandes";"2076";"454";"509";"191";"T03_20";5;"051 - La Rochelle";"-0.06"
"17154";"Les Essards";"712";"190";"129";"52";"T02_20";6;"120 - Saintes";"0.31"
"17155";"Étaules";"2618";"472";"735";"362";"T01_10";3;"464 - La Tremblade";"1.72"
"17156";"Expiremont";"129";"41";"20";"9";"T00_30";7;"N/A - hors champ";"0"
"17157";"Fenioux";"163";"34";"41";"19";"T01_20";7;"315 - Saint-Jean-d'Angély";"1.17"
"17158";"Ferrières";"1066";"301";"117";"54";"T03_20";5;"051 - La Rochelle";"4.77"
"17159";"Fléac-sur-Seugne";"365";"81";"77";"34";"T01_20";6;"575 - Pons";"-0.8"
"17160";"Floirac";"413";"49";"111";"109";"T00_30";6;"N/A - hors champ";"1.67"
"17161";"La Flotte";"2785";"489";"715";"442";"T01_10";3;"513 - La Flotte";"-0.65"
"17162";"Fontaine-Chalendray";"198";"18";"76";"46";"T00_30";7;"N/A - hors champ";"-1.59"
"17163";"Fontaines-d'Ozillac";"514";"135";"96";"38";"T01_20";6;"354 - Jonzac";"-0.48"
"17164";"Fontcouverte";"2326";"431";"632";"315";"T02_20";6;"120 - Saintes";"-0.45"
"17165";"Fontenet";"392";"87";"76";"41";"T01_20";6;"315 - Saint-Jean-d'Angély";"-0.34"
"17166";"Forges";"1316";"372";"212";"80";"T03_20";5;"051 - La Rochelle";"1.04"
"17167";"Le Fouilloux";"771";"174";"175";"79";"T00_30";6;"N/A - hors champ";"0.35"
"17168";"Fouras";"3934";"495";"1192";"907";"T03_20";5;"051 - La Rochelle";"-0.47"
"17171";"Geay";"767";"200";"129";"55";"T02_20";6;"120 - Saintes";"1.08"
"17172";"Gémozac";"2906";"537";"699";"453";"T00_30";6;"N/A - hors champ";"0.61"
"17173";"La Genétouze";"234";"39";"52";"29";"T00_30";7;"N/A - hors champ";"1.9"
"17174";"Genouillé";"909";"246";"126";"67";"T02_20";6;"140 - Rochefort";"1.84"
"17175";"Germignac";"645";"158";"108";"40";"T02_20";6;"152 - Cognac";"-0.13"
"17176";"Gibourne";"107";"11";"31";"20";"T00_30";6;"N/A - hors champ";"-1.34"
"17177";"Le Gicq";"118";"27";"22";"14";"T00_30";6;"N/A - hors champ";"-2.34"
"17178";"Givrezac";"70";"16";"12";"4";"T00_30";6;"N/A - hors champ";"-0.7"
"17179";"Les Gonds";"1772";"420";"382";"236";"T02_20";5;"120 - Saintes";"1.62"
"17180";"Gourvillette";"89";"11";"25";"19";"T00_30";6;"N/A - hors champ";"-2.41"
"17181";"Grandjean";"310";"82";"59";"29";"T01_20";6;"315 - Saint-Jean-d'Angély";"2.14"
"17182";"La Grève-sur-Mignon";"553";"163";"76";"47";"T03_20";6;"051 - La Rochelle";"0.84"
"17183";"Grézac";"938";"209";"196";"89";"T02_20";6;"131 - Royan";"0.8"
"17184";"La Gripperie-Saint-Symphorien";"587";"160";"101";"34";"T02_20";6;"140 - Rochefort";"-0.03"
"17185";"Le Gua";"2100";"337";"464";"339";"T02_20";6;"131 - Royan";"0.25"
"17186";"Le Gué-d'Alleré";"963";"290";"97";"46";"T03_20";6;"051 - La Rochelle";"3.46"
"17187";"Guitinières";"513";"103";"130";"45";"T01_20";6;"354 - Jonzac";"1.47"
"17188";"Haimps";"455";"103";"103";"58";"T00_30";6;"N/A - hors champ";"-0.47"
"17190";"L'Houmeau";"2865";"563";"773";"382";"T03_20";4;"051 - La Rochelle";"0.49"
"17191";"La Jard";"427";"115";"65";"21";"T02_20";6;"120 - Saintes";"2.46"
"17192";"Jarnac-Champagne";"835";"187";"184";"82";"T00_30";6;"N/A - hors champ";"1.49"
"17193";"La Jarne";"2541";"514";"542";"288";"T03_20";4;"051 - La Rochelle";"0.69"
"17194";"La Jarrie";"3336";"798";"675";"273";"T03_20";3;"051 - La Rochelle";"1.71"
"17195";"La Jarrie-Audouin";"274";"38";"86";"47";"T01_20";6;"315 - Saint-Jean-d'Angély";"-1.05"
"17196";"Jazennes";"545";"136";"103";"34";"T02_20";6;"120 - Saintes";"1.72"
"17197";"Jonzac";"3519";"609";"802";"652";"T01_10";5;"354 - Jonzac";"0.26"
"17198";"Juicq";"301";"87";"38";"33";"T02_20";6;"120 - Saintes";"1.64"
"17199";"Jussas";"158";"34";"23";"26";"T00_30";7;"N/A - hors champ";"4.12"
"17200";"Lagord";"7098";"1227";"1691";"1209";"T03_10";1;"051 - La Rochelle";"-0.37"
"17201";"La Laigne";"480";"131";"57";"42";"T03_20";6;"051 - La Rochelle";"0.64"
"17202";"Landes";"587";"130";"146";"63";"T01_20";6;"315 - Saint-Jean-d'Angély";"-0.67"
"17203";"Landrais";"729";"189";"129";"47";"T03_20";6;"051 - La Rochelle";"-1.04"
"17204";"Léoville";"306";"71";"71";"34";"T01_20";7;"354 - Jonzac";"-0.9"
"17205";"Loire-les-Marais";"395";"97";"82";"14";"T02_20";6;"140 - Rochefort";"1.65"
"17206";"Loiré-sur-Nie";"283";"46";"75";"43";"T00_30";6;"N/A - hors champ";"-0.8"
"17207";"Loix";"734";"97";"232";"123";"T00_30";5;"N/A - hors champ";"1.36"
"17208";"Longèves";"1051";"321";"136";"52";"T03_20";5;"051 - La Rochelle";"2.95"
"17209";"Lonzac";"269";"61";"58";"33";"T00_30";6;"N/A - hors champ";"1.09"
"17210";"Lorignac";"505";"102";"115";"96";"T00_30";6;"N/A - hors champ";"0.54"
"17211";"Loulay";"751";"110";"168";"179";"T00_30";5;"N/A - hors champ";"-1.39"
"17212";"Louzignac";"165";"33";"38";"27";"T00_30";6;"N/A - hors champ";"0.94"
"17213";"Lozay";"134";"18";"38";"22";"T01_20";6;"315 - Saint-Jean-d'Angély";"-2.19"
"17214";"Luchat";"536";"156";"71";"34";"T02_20";6;"120 - Saintes";"1.47"
"17215";"Lussac";"47";"12";"10";"3";"T01_20";6;"354 - Jonzac";"-3.44"
"17216";"Lussant";"1012";"256";"164";"79";"T02_20";5;"140 - Rochefort";"0.5"
"17217";"Macqueville";"291";"75";"54";"34";"T00_30";6;"N/A - hors champ";"-0.4"
"17218";"Marans";"4505";"941";"943";"700";"T03_20";5;"051 - La Rochelle";"-0.46"
"17219";"Marennes-Hiers-Brouage";"6234";"1156";"1583";"905";"T01_10";3;"439 - Marennes-Hiers-Brouage";"-0.16"
"17220";"Marignac";"415";"90";"82";"35";"T01_20";7;"354 - Jonzac";"0.04"
"17221";"Marsais";"930";"236";"159";"84";"T01_20";6;"369 - Surgères";"0.42"
"17222";"Marsilly";"3130";"686";"743";"272";"T03_20";5;"051 - La Rochelle";"1.61"
"17223";"Massac";"181";"38";"47";"26";"T00_30";6;"N/A - hors champ";"2.62"
"17224";"Matha";"2160";"344";"556";"424";"T00_30";5;"N/A - hors champ";"-0.41"
"17225";"Les Mathes";"2110";"295";"769";"298";"T00_30";5;"N/A - hors champ";"2.62"
"17226";"Mazeray";"973";"243";"203";"90";"T01_20";6;"315 - Saint-Jean-d'Angély";"2.4"
"17227";"Mazerolles";"221";"38";"55";"27";"T01_20";6;"575 - Pons";"-1.84"
"17228";"Médis";"2992";"516";"833";"384";"T02_20";5;"131 - Royan";"0.93"
"17229";"Mérignac";"219";"50";"38";"23";"T00_30";6;"N/A - hors champ";"-1.92"
"17230";"Meschers-sur-Gironde";"3123";"402";"1194";"540";"T02_20";5;"131 - Royan";"0.5"
"17231";"Messac";"106";"21";"20";"18";"T00_30";7;"N/A - hors champ";"-0.31"
"17232";"Meursac";"1530";"319";"353";"150";"T02_20";6;"131 - Royan";"1.07"
"17233";"Meux";"325";"61";"81";"41";"T01_20";7;"354 - Jonzac";"1.57"
"17234";"Migré";"344";"75";"64";"59";"T00_30";6;"N/A - hors champ";"1.53"
"17235";"Migron";"721";"175";"153";"74";"T02_20";6;"152 - Cognac";"-0.27"
"17236";"Mirambeau";"1500";"298";"383";"220";"T00_30";6;"N/A - hors champ";"0.19"
"17237";"Moëze";"585";"140";"128";"37";"T02_20";6;"140 - Rochefort";"1"
"17239";"Mons";"442";"96";"96";"47";"T02_20";6;"152 - Cognac";"0.46"
"17240";"Montendre";"3226";"574";"789";"611";"T00_30";5;"N/A - hors champ";"0"
"17241";"Montguyon";"1565";"311";"371";"234";"T00_30";5;"N/A - hors champ";"0.64"
"17242";"Montils";"869";"202";"178";"74";"T02_20";6;"120 - Saintes";"0.83"
"17243";"Montlieu-la-Garde";"1229";"212";"245";"235";"T00_30";6;"N/A - hors champ";"-1.23"
"17244";"Montpellier-de-Médillan";"690";"146";"161";"66";"T02_20";6;"120 - Saintes";"1.34"
"17245";"Montroy";"911";"240";"151";"35";"T03_20";3;"051 - La Rochelle";"4.92"
"17246";"Moragne";"517";"141";"83";"34";"T02_20";6;"140 - Rochefort";"1.14"
"17247";"Mornac-sur-Seudre";"855";"164";"220";"102";"T02_20";5;"131 - Royan";"0.48"
"17248";"Mortagne-sur-Gironde";"916";"113";"308";"151";"T00_30";5;"N/A - hors champ";"-1.37"
"17249";"Mortiers";"175";"35";"44";"26";"T01_20";7;"354 - Jonzac";"-1.87"
"17250";"Mosnac";"476";"107";"112";"55";"T00_30";6;"N/A - hors champ";"0.68"
"17252";"Le Mung";"304";"75";"67";"23";"T02_20";6;"120 - Saintes";"0.22"
"17253";"Muron";"1349";"378";"235";"93";"T02_20";6;"140 - Rochefort";"0.68"
"17254";"Nachamps";"187";"40";"47";"27";"T01_20";6;"315 - Saint-Jean-d'Angély";"-0.61"
"17255";"Nancras";"798";"212";"140";"62";"T02_20";5;"131 - Royan";"0.4"
"17256";"Nantillé";"324";"79";"64";"28";"T02_20";6;"120 - Saintes";"0"
"17257";"Néré";"683";"107";"187";"136";"T00_30";6;"N/A - hors champ";"-1.72"
"17258";"Neuillac";"302";"76";"65";"26";"T01_20";7;"354 - Jonzac";"-0.27"
"17259";"Neulles";"153";"35";"34";"14";"T01_20";7;"354 - Jonzac";"0.11"
"17260";"Neuvicq";"466";"128";"70";"39";"T00_30";7;"N/A - hors champ";"2.37"
"17261";"Neuvicq-le-Château";"312";"50";"72";"47";"T00_30";6;"N/A - hors champ";"-2.27"
"17262";"Nieul-lès-Saintes";"1262";"288";"288";"73";"T02_20";6;"120 - Saintes";"1.74"
"17263";"Nieul-le-Virouil";"585";"127";"132";"51";"T01_20";6;"354 - Jonzac";"-0.06"
"17264";"Nieul-sur-Mer";"5859";"1065";"1540";"649";"T03_20";4;"051 - La Rochelle";"0.33"
"17265";"Nieulle-sur-Seudre";"1208";"318";"215";"98";"T00_30";5;"N/A - hors champ";"0.18"
"17266";"Les Nouillers";"719";"193";"124";"61";"T00_30";6;"N/A - hors champ";"1.57"
"17267";"Nuaillé-d'Aunis";"1165";"339";"124";"55";"T03_20";5;"051 - La Rochelle";"-0.6"
"17268";"Nuaillé-sur-Boutonne";"191";"26";"53";"22";"T01_20";6;"315 - Saint-Jean-d'Angély";"-1.49"
"17269";"Orignolles";"687";"147";"152";"87";"T00_30";6;"N/A - hors champ";"1"
"17270";"Ozillac";"619";"140";"129";"59";"T01_20";7;"354 - Jonzac";"-0.68"
"17271";"Paillé";"322";"59";"85";"42";"T01_20";6;"315 - Saint-Jean-d'Angély";"-0.8"
"17273";"Pérignac";"1017";"234";"199";"119";"T00_30";6;"N/A - hors champ";"0.42"
"17274";"Périgny";"8684";"1867";"1840";"780";"T03_20";4;"051 - La Rochelle";"1.78"
"17275";"Pessines";"774";"134";"210";"62";"T02_20";6;"120 - Saintes";"0.04"
"17276";"Le Pin";"75";"11";"26";"7";"T00_30";7;"N/A - hors champ";"-1.07"
"17277";"Essouvert";"1092";"224";"251";"114";"T01_20";6;"315 - Saint-Jean-d'Angély";"-0.84"
"17278";"Pisany";"761";"192";"156";"74";"T02_20";5;"120 - Saintes";"1.97"
"17279";"Plassac";"626";"141";"140";"52";"T00_30";5;"N/A - hors champ";"-0.16"
"17280";"Plassay";"731";"177";"135";"69";"T02_20";6;"120 - Saintes";"0.39"
"17281";"Polignac";"159";"43";"32";"21";"T00_30";6;"N/A - hors champ";"-0.51"
"17282";"Pommiers-Moulons";"213";"54";"48";"20";"T00_30";7;"N/A - hors champ";"1.48"
"17283";"Pons";"4203";"824";"836";"692";"T01_10";5;"575 - Pons";"0.35"
"17284";"Pont-l'Abbé-d'Arnoult";"1776";"386";"351";"256";"T02_20";6;"140 - Rochefort";"0.09"
"17285";"Port-d'Envaux";"1147";"260";"258";"138";"T02_20";6;"120 - Saintes";"0.26"
"17286";"Les Portes-en-Ré";"594";"84";"164";"110";"T00_30";6;"N/A - hors champ";"-0.36"
"17287";"Pouillac";"249";"50";"45";"28";"T00_30";6;"N/A - hors champ";"-1.09"
"17288";"Poursay-Garnaud";"315";"80";"60";"22";"T01_20";6;"315 - Saint-Jean-d'Angély";"0.48"
"17289";"Préguillac";"445";"95";"100";"42";"T02_20";6;"120 - Saintes";"-0.48"
"17290";"Prignac";"294";"62";"57";"31";"T00_30";6;"N/A - hors champ";"0.23"
"17291";"Puilboreau";"6556";"1280";"1420";"957";"T03_20";4;"051 - La Rochelle";"2.12"
"17292";"Puy-du-Lac";"512";"148";"62";"31";"T02_20";6;"140 - Rochefort";"1.73"
"17293";"Puyravault";"695";"178";"109";"61";"T03_20";6;"051 - La Rochelle";"1.33"
"17294";"Puyrolland";"201";"48";"41";"25";"T00_30";7;"N/A - hors champ";"1.39"
"17295";"Réaux sur Trèfle";"794";"173";"143";"99";"T01_20";6;"354 - Jonzac";"0.04"
"17296";"Rétaud";"1059";"222";"236";"109";"T02_20";6;"120 - Saintes";"-0.28"
"17297";"Rivedoux-Plage";"2305";"411";"649";"293";"T03_20";5;"051 - La Rochelle";"0.1"
"17298";"Rioux";"986";"216";"191";"91";"T02_20";6;"120 - Saintes";"0.85"
"17299";"Rochefort";"23584";"4779";"4707";"3038";"T02_10";2;"140 - Rochefort";"-0.81"
"17300";"La Rochelle";"77205";"16497";"14144";"8939";"T03_10";1;"051 - La Rochelle";"0.63"
"17301";"Romazières";"70";"7";"24";"19";"T00_30";7;"N/A - hors champ";"-0.92"
"17302";"Romegoux";"593";"118";"101";"71";"T02_20";6;"140 - Rochefort";"-0.95"
"17303";"La Ronde";"1031";"248";"215";"89";"T03_20";5;"051 - La Rochelle";"-0.92"
"17304";"Rouffiac";"478";"115";"92";"61";"T02_20";6;"120 - Saintes";"0.35"
"17305";"Rouffignac";"414";"74";"103";"53";"T00_30";7;"N/A - hors champ";"-1.27"
"17306";"Royan";"18419";"2141";"5480";"4667";"T02_10";2;"131 - Royan";"0.26"
"17307";"Sablonceaux";"1391";"296";"321";"125";"T02_20";6;"131 - Royan";"0.55"
"17308";"Saint-Agnant";"2700";"662";"525";"248";"T02_20";5;"140 - Rochefort";"0.54"
"17309";"Saint-Aigulin";"1895";"350";"475";"297";"T00_30";5;"N/A - hors champ";"-0.05"
"17310";"Saint-André-de-Lidon";"1119";"289";"220";"98";"T00_30";6;"N/A - hors champ";"1.08"
"17311";"Saint-Augustin";"1381";"244";"345";"197";"T02_20";6;"131 - Royan";"0.99"
"17312";"Saint-Bonnet-sur-Gironde";"826";"110";"226";"168";"T00_30";6;"N/A - hors champ";"-0.24"
"17313";"Saint-Bris-des-Bois";"381";"75";"88";"37";"T02_20";6;"120 - Saintes";"-1.09"
"17314";"Saint-Césaire";"894";"185";"171";"85";"T02_20";6;"120 - Saintes";"-0.44"
"17315";"Saint-Christophe";"1362";"355";"201";"81";"T03_20";5;"051 - La Rochelle";"1.11"
"17316";"Saint-Ciers-Champagne";"397";"89";"100";"36";"T00_30";7;"N/A - hors champ";"-1.25"
"17317";"Saint-Ciers-du-Taillon";"559";"119";"129";"82";"T00_30";7;"N/A - hors champ";"0.03"
"17318";"Saint-Clément-des-Baleines";"682";"92";"196";"129";"T00_30";6;"N/A - hors champ";"0.5"
"17319";"Sainte-Colombe";"107";"22";"27";"11";"T00_30";7;"N/A - hors champ";"-1.05"
"17320";"Saint-Coutant-le-Grand";"413";"101";"74";"35";"T02_20";6;"140 - Rochefort";"0.08"
"17321";"Saint-Crépin";"361";"110";"58";"33";"T02_20";6;"140 - Rochefort";"2.63"
"17322";"Saint-Cyr-du-Doret";"678";"180";"68";"128";"T03_20";6;"051 - La Rochelle";"2.14"
"17323";"Saint-Denis-d'Oléron";"1283";"181";"479";"226";"T00_30";6;"N/A - hors champ";"-0.98"
"17324";"Saint-Dizant-du-Bois";"111";"23";"26";"15";"T00_30";7;"N/A - hors champ";"-1.29"
"17325";"Saint-Dizant-du-Gua";"538";"102";"115";"73";"T00_30";7;"N/A - hors champ";"0.25"
"17326";"Saint-Eugène";"286";"66";"49";"25";"T00_30";7;"N/A - hors champ";"0.59"
"17327";"Saint-Félix";"311";"82";"39";"39";"T01_20";6;"369 - Surgères";"0.44"
"17328";"Saint-Fort-sur-Gironde";"902";"140";"279";"146";"T00_30";6;"N/A - hors champ";"0.32"
"17329";"Saint-Froult";"357";"72";"110";"27";"T02_20";6;"140 - Rochefort";"-0.82"
"17330";"Sainte-Gemme";"1340";"325";"222";"94";"T00_30";6;"N/A - hors champ";"0.9"
"17331";"Saint-Genis-de-Saintonge";"1250";"243";"265";"216";"T00_30";5;"N/A - hors champ";"0.12"
"17332";"Saint-Georges-Antignac";"390";"68";"65";"64";"T01_20";6;"354 - Jonzac";"0.35"
"17333";"Saint-Georges-de-Didonne";"5342";"609";"1804";"1380";"T02_20";4;"131 - Royan";"0.84"
"17334";"Saint-Georges-de-Longuepierre";"223";"52";"43";"25";"T01_20";7;"315 - Saint-Jean-d'Angély";"-2.46"
"17335";"Saint-Georges-des-Agoûts";"288";"53";"77";"34";"T00_30";7;"N/A - hors champ";"1.72"
"17336";"Saint-Georges-des-Coteaux";"2741";"578";"663";"270";"T02_20";6;"120 - Saintes";"0.65"
"17337";"Saint-Georges-d'Oléron";"3742";"540";"1156";"658";"T00_30";6;"N/A - hors champ";"0.98"
"17338";"Saint-Georges-du-Bois";"1765";"414";"315";"152";"T01_20";5;"369 - Surgères";"-0.08"
"17339";"Saint-Germain-de-Lusignan";"1278";"260";"334";"144";"T01_20";6;"354 - Jonzac";"0.29"
"17340";"Saint-Pierre-La-Noue";"1536";"351";"320";"134";"T01_20";6;"369 - Surgères";"-0.79"
"17341";"Saint-Germain-de-Vibrac";"181";"37";"39";"27";"T01_20";7;"354 - Jonzac";"-1.73"
"17342";"Saint-Germain-du-Seudre";"421";"96";"109";"43";"T00_30";7;"N/A - hors champ";"0.61"
"17343";"Saint-Grégoire-d'Ardennes";"146";"34";"36";"13";"T01_20";7;"354 - Jonzac";"0.11"
"17344";"Saint-Hilaire-de-Villefranche";"1319";"306";"266";"127";"T02_20";6;"120 - Saintes";"0.48"
"17345";"Saint-Hilaire-du-Bois";"309";"54";"88";"19";"T01_20";6;"354 - Jonzac";"-0.11"
"17346";"Saint-Hippolyte";"1455";"366";"246";"108";"T02_20";5;"140 - Rochefort";"0.69"
"17347";"Saint-Jean-d'Angély";"6796";"1265";"1554";"1290";"T01_10";3;"315 - Saint-Jean-d'Angély";"-1.17"
"17348";"Saint-Jean-d'Angle";"691";"157";"115";"99";"T02_20";6;"140 - Rochefort";"0.34"
"17349";"Saint-Jean-de-Liversay";"2975";"848";"404";"307";"T03_20";5;"051 - La Rochelle";"2"
"17350";"Saint-Julien-de-l'Escap";"873";"125";"216";"207";"T01_20";6;"315 - Saint-Jean-d'Angély";"0.25"
"17351";"Saint-Just-Luzac";"2026";"447";"448";"145";"T01_20";5;"439 - Marennes-Hiers-Brouage";"0.7"
"17353";"Saint-Laurent-de-la-Prée";"2214";"510";"482";"189";"T03_20";5;"051 - La Rochelle";"1.88"
"17354";"Saint-Léger";"645";"161";"124";"54";"T02_20";6;"120 - Saintes";"0.88"
"17355";"Sainte-Lheurine";"503";"97";"89";"67";"T00_30";6;"N/A - hors champ";"-0.52"
"17356";"Saint-Loup";"306";"64";"79";"33";"T01_20";6;"315 - Saint-Jean-d'Angély";"-1.05"
"17357";"Saint-Maigrin";"534";"100";"108";"78";"T01_20";6;"354 - Jonzac";"-1.08"
"17358";"Saint-Mandé-sur-Brédoire";"311";"55";"68";"51";"T00_30";7;"N/A - hors champ";"0.33"
"17359";"Saint-Mard";"1206";"306";"220";"81";"T01_20";6;"369 - Surgères";"0.46"
"17360";"Sainte-Marie-de-Ré";"3363";"627";"869";"462";"T03_20";5;"051 - La Rochelle";"0.2"
"17361";"Saint-Martial";"113";"8";"33";"22";"T00_30";6;"N/A - hors champ";"-1.4"
"17362";"Saint-Martial-de-Mirambeau";"297";"53";"65";"35";"T00_30";6;"N/A - hors champ";"3.26"
"17363";"Saint-Martial-de-Vitaterne";"545";"89";"128";"128";"T01_10";5;"354 - Jonzac";"0.47"
"17364";"Saint-Martial-sur-Né";"437";"108";"75";"46";"T02_20";6;"152 - Cognac";"-0.3"
"17365";"Saint-Martin-d'Ary";"467";"83";"125";"67";"T00_30";6;"N/A - hors champ";"-0.18"
"17366";"Saint-Martin-de-Coux";"487";"99";"90";"68";"T00_30";7;"N/A - hors champ";"1.74"
"17367";"Saint-Martin-de-Juillers";"157";"36";"32";"17";"T01_20";6;"315 - Saint-Jean-d'Angély";"-1.12"
"17369";"Saint-Martin-de-Ré";"2215";"246";"460";"414";"T01_10";3;"513 - La Flotte";"-1.36"
"17372";"Saint-Médard";"78";"18";"12";"11";"T01_20";7;"354 - Jonzac";"2.82"
"17373";"Saint-Médard-d'Aunis";"2302";"647";"324";"163";"T03_20";6;"051 - La Rochelle";"2.05"
"17374";"Sainte-Même";"243";"57";"38";"34";"T01_20";6;"315 - Saint-Jean-d'Angély";"-0.74"
"17375";"Saint-Nazaire-sur-Charente";"1201";"262";"243";"117";"T02_20";5;"140 - Rochefort";"0.21"
"17376";"Saint-Ouen-d'Aunis";"1897";"561";"221";"63";"T03_20";5;"051 - La Rochelle";"5.04"
"17377";"Saint-Ouen-la-Thène";"125";"33";"27";"17";"T00_30";7;"N/A - hors champ";"1.4"
"17378";"Saint-Palais-de-Négrignac";"434";"95";"85";"61";"T00_30";7;"N/A - hors champ";"0.15"
"17379";"Saint-Palais-de-Phiolin";"207";"45";"48";"32";"T00_30";7;"N/A - hors champ";"-0.24"
"17380";"Saint-Palais-sur-Mer";"3907";"402";"1581";"800";"T02_20";4;"131 - Royan";"-0.08"
"17381";"Saint-Pardoult";"228";"47";"52";"25";"T01_20";6;"315 - Saint-Jean-d'Angély";"0.22"
"17382";"Saint-Pierre-d'Amilly";"535";"142";"109";"27";"T00_30";6;"N/A - hors champ";"0.57"
