"codgeo";"libgeo";"pop2019";"pop0020_2019";"pop6475_2019";"pop7582019";"typoAAV20";"grilledens7";"libaav20";"tx_evol_annuel_1319"
"84108";"Saint-Didier";"1996";"309";"501";"307";"T02_20";3;"148 - Carpentras";"-0.98"
"84109";"Saint-Hippolyte-le-Graveyron";"167";"35";"46";"17";"T02_20";7;"148 - Carpentras";"-0.68"
"84110";"Saint-Léger-du-Ventoux";"33";"6";"10";"4";"T00_30";7;"N/A - hors champ";"-2.75"
"84111";"Saint-Marcellin-lès-Vaison";"327";"61";"82";"43";"T01_20";6;"359 - Vaison-la-Romaine";"-0.5"
"84112";"Saint-Martin-de-Castillon";"728";"128";"197";"68";"T01_20";6;"275 - Apt";"-0.54"
"84113";"Saint-Martin-de-la-Brasque";"815";"200";"147";"75";"T45_20";6;"003 - Marseille - Aix-en-Provence";"-0.87"
"84114";"Saint-Pantaléon";"189";"47";"33";"14";"T00_30";6;"N/A - hors champ";"-1.58"
"84115";"Saint-Pierre-de-Vassols";"509";"121";"113";"39";"T02_20";6;"148 - Carpentras";"-0.16"
"84116";"Saint-Romain-en-Viennois";"783";"130";"224";"90";"T01_20";6;"359 - Vaison-la-Romaine";"-1.8"
"84117";"Saint-Roman-de-Malegarde";"330";"73";"57";"30";"T00_30";6;"N/A - hors champ";"-0.2"
"84118";"Saint-Saturnin-lès-Apt";"2877";"539";"726";"429";"T01_20";6;"275 - Apt";"0.88"
"84119";"Saint-Saturnin-lès-Avignon";"4935";"1081";"891";"532";"T03_20";4;"040 - Avignon";"0.32"
"84120";"Saint-Trinit";"118";"18";"33";"15";"T00_30";7;"N/A - hors champ";"-1.22"
"84121";"Sannes";"265";"69";"39";"17";"T00_30";6;"N/A - hors champ";"5.89"
"84122";"Sarrians";"6128";"1525";"1023";"588";"T01_10";5;"589 - Sarrians";"0.75"
"84123";"Sault";"1361";"278";"309";"188";"T00_30";5;"N/A - hors champ";"0.02"
"84124";"Saumane-de-Vaucluse";"946";"219";"194";"88";"T01_20";6;"304 - L'Isle-sur-la-Sorgue";"0.37"
"84125";"Savoillan";"61";"7";"18";"8";"T00_30";7;"N/A - hors champ";"-5"
"84126";"Séguret";"856";"160";"203";"83";"T01_20";6;"359 - Vaison-la-Romaine";"0.33"
"84127";"Sérignan-du-Comtat";"2853";"693";"514";"241";"T02_20";5;"165 - Orange";"2.49"
"84128";"Sivergues";"46";"11";"7";"5";"T01_20";7;"275 - Apt";"2.79"
"84129";"Sorgues";"18893";"4968";"2959";"1619";"T03_20";2;"040 - Avignon";"0.35"
"84130";"Suzette";"113";"19";"35";"13";"T00_30";7;"N/A - hors champ";"-1.4"
"84131";"Taillades";"1921";"377";"411";"258";"T01_20";4;"201 - Cavaillon";"-0.38"
"84132";"Le Thor";"8940";"2125";"1609";"754";"T03_20";4;"040 - Avignon";"0.78"
"84133";"La Tour-d'Aigues";"4334";"1042";"773";"533";"T45_20";5;"003 - Marseille - Aix-en-Provence";"0.51"
"84134";"Travaillan";"711";"208";"122";"51";"T02_20";6;"165 - Orange";"0.12"
"84135";"Uchaux";"1666";"357";"384";"123";"T02_20";6;"165 - Orange";"1.99"
"84136";"Vacqueyras";"1240";"275";"235";"112";"T00_30";6;"N/A - hors champ";"1.35"
"84137";"Vaison-la-Romaine";"5908";"1101";"1426";"1115";"T01_10";3;"359 - Vaison-la-Romaine";"-0.5"
"84138";"Valréas";"9403";"2174";"2019";"1212";"T01_10";2;"334 - Valréas";"-0.2"
"84139";"Fontaine-de-Vaucluse";"579";"107";"104";"59";"T01_20";6;"304 - L'Isle-sur-la-Sorgue";"-1.78"
"84140";"Vaugines";"558";"112";"123";"59";"T45_20";6;"003 - Marseille - Aix-en-Provence";"1.25"
"84141";"Vedène";"11383";"2858";"1783";"848";"T03_20";2;"040 - Avignon";"1.1"
"84142";"Velleron";"2976";"637";"670";"264";"T03_20";6;"040 - Avignon";"0.33"
"84143";"Venasque";"1013";"117";"289";"241";"T02_20";6;"148 - Carpentras";"-2.43"
"84144";"Viens";"641";"119";"165";"88";"T01_20";6;"275 - Apt";"0.64"
"84145";"Villars";"781";"153";"175";"88";"T01_20";6;"275 - Apt";"-0.09"
"84146";"Villedieu";"489";"91";"129";"47";"T01_20";6;"359 - Vaison-la-Romaine";"-0.89"
"84147";"Villelaure";"3356";"800";"591";"239";"T45_20";5;"003 - Marseille - Aix-en-Provence";"0.36"
"84148";"Villes-sur-Auzon";"1284";"277";"282";"127";"T02_20";5;"148 - Carpentras";"-0.31"
"84149";"Violès";"1710";"416";"268";"216";"T00_30";6;"N/A - hors champ";"1.21"
"84150";"Visan";"1956";"423";"427";"179";"T01_20";5;"334 - Valréas";"0.4"
"84151";"Vitrolles-en-Lubéron";"164";"30";"33";"24";"T00_30";6;"N/A - hors champ";"-4.04"
"85001";"L'Aiguillon-la-Presqu'île";"2726";"275";"945";"700";"T00_30";5;"N/A - hors champ";"-0.85"
"85002";"L'Aiguillon-sur-Vie";"2024";"434";"424";"262";"T01_20";5;"192 - Saint-Hilaire-de-Riez";"1.48"
"85003";"Aizenay";"9881";"2699";"1553";"719";"T02_20";3;"066 - La Roche-sur-Yon";"2.06"
"85004";"Angles";"2878";"389";"1097";"538";"T00_30";5;"N/A - hors champ";"1.38"
"85005";"Antigny";"1054";"210";"214";"151";"T01_20";5;"447 - La Châtaigneraie";"0.05"
"85006";"Apremont";"1854";"496";"309";"155";"T00_30";5;"N/A - hors champ";"1.18"
"85008";"Aubigny-Les Clouzeaux";"6880";"1936";"1169";"415";"T02_20";5;"066 - La Roche-sur-Yon";"2.1"
"85009";"Auchay-sur-Vendée";"1165";"303";"193";"94";"T01_20";6;"204 - Fontenay-le-Comte";"1.12"
"85010";"Avrillé";"1423";"263";"405";"194";"T00_30";5;"N/A - hors champ";"1.45"
"85011";"Barbâtre";"1723";"289";"461";"316";"T00_30";6;"N/A - hors champ";"-0.65"
"85012";"La Barre-de-Monts";"2179";"385";"585";"306";"T00_30";6;"N/A - hors champ";"0"
"85013";"Bazoges-en-Paillers";"1460";"456";"174";"53";"T02_20";5;"173 - Les Herbiers";"2.27"
"85014";"Bazoges-en-Pareds";"1149";"294";"191";"118";"T01_20";6;"337 - Chantonnay";"-0.3"
"85015";"Beaufou";"1514";"488";"196";"52";"T02_20";6;"066 - La Roche-sur-Yon";"1.89"
"85016";"Beaulieu-sous-la-Roche";"2252";"559";"404";"203";"T02_20";5;"066 - La Roche-sur-Yon";"1.03"
"85017";"Beaurepaire";"2442";"761";"267";"160";"T02_20";5;"173 - Les Herbiers";"0.97"
"85018";"Beauvoir-sur-Mer";"3880";"564";"1177";"671";"T00_30";5;"N/A - hors champ";"-0.26"
"85019";"Bellevigny";"6095";"1730";"922";"330";"T02_20";5;"066 - La Roche-sur-Yon";"0.84"
"85020";"Benet";"4014";"990";"763";"428";"T02_20";5;"063 - Niort";"0.35"
"85021";"La Bernardière";"1868";"587";"222";"55";"T01_10";3;"615 - Cugand";"1.03"
"85022";"Le Bernard";"1239";"290";"310";"120";"T00_30";5;"N/A - hors champ";"0.18"
"85023";"Bessay";"439";"118";"101";"36";"T02_20";6;"066 - La Roche-sur-Yon";"0.38"
"85024";"Bois-de-Céné";"2048";"542";"321";"197";"T01_20";6;"180 - Challans";"1.23"
"85025";"La Boissière-de-Montaigu";"2272";"621";"318";"158";"T01_20";5;"202 - Montaigu-Vendée";"0.1"
"85026";"La Boissière-des-Landes";"1417";"377";"243";"98";"T02_20";5;"066 - La Roche-sur-Yon";"1.11"
"85028";"Bouillé-Courdault";"595";"167";"92";"40";"T02_20";6;"063 - Niort";"2.17"
"85029";"Bouin";"2156";"331";"566";"346";"T00_30";5;"N/A - hors champ";"-0.07"
"85031";"Le Boupère";"3227";"836";"532";"309";"T02_20";5;"173 - Les Herbiers";"0.82"
"85033";"Bourneau";"731";"197";"124";"43";"T01_20";6;"204 - Fontenay-le-Comte";"-0.43"
"85034";"Bournezeau";"3403";"932";"484";"322";"T02_20";5;"066 - La Roche-sur-Yon";"0.69"
"85035";"Bretignolles-sur-Mer";"5066";"761";"1752";"865";"T01_20";5;"192 - Saint-Hilaire-de-Riez";"2.62"
"85036";"La Bretonnière-la-Claye";"573";"137";"114";"47";"T01_20";6;"311 - Luçon";"-0.87"
"85037";"Breuil-Barret";"590";"130";"149";"50";"T01_20";6;"447 - La Châtaigneraie";"-1.8"
"85038";"Les Brouzils";"2816";"774";"331";"273";"T01_20";6;"202 - Montaigu-Vendée";"0.69"
"85039";"La Bruffière";"4028";"1131";"554";"331";"T01_20";5;"202 - Montaigu-Vendée";"0.88"
"85040";"La Caillère-Saint-Hilaire";"1128";"209";"235";"228";"T00_30";6;"N/A - hors champ";"0.42"
"85041";"Cezais";"296";"65";"58";"30";"T01_20";7;"447 - La Châtaigneraie";"-0.66"
"85042";"Chaillé-les-Marais";"1883";"408";"361";"251";"T03_20";6;"051 - La Rochelle";"-0.33"
"85045";"La Chaize-Giraud";"1083";"230";"268";"149";"T01_20";5;"192 - Saint-Hilaire-de-Riez";"1.05"
"85046";"La Chaize-le-Vicomte";"3799";"1086";"491";"279";"T02_20";5;"066 - La Roche-sur-Yon";"1"
"85047";"Challans";"21322";"4228";"5028";"2929";"T01_10";3;"180 - Challans";"1.5"
"85049";"Champagné-les-Marais";"1783";"413";"356";"197";"T03_20";5;"051 - La Rochelle";"0.24"
"85050";"Le Champ-Saint-Père";"1857";"408";"414";"245";"T02_20";5;"066 - La Roche-sur-Yon";"0.38"
"85051";"Chantonnay";"8394";"2041";"1640";"840";"T01_10";5;"337 - Chantonnay";"0.25"
"85053";"La Chapelle-aux-Lys";"260";"51";"63";"32";"T00_30";7;"N/A - hors champ";"0.59"
"85054";"La Chapelle-Hermier";"900";"221";"168";"67";"T00_30";5;"N/A - hors champ";"-0.95"
"85055";"La Chapelle-Palluau";"935";"253";"143";"65";"T02_20";6;"066 - La Roche-sur-Yon";"0.13"
"85056";"La Chapelle-Thémer";"391";"84";"77";"61";"T00_30";6;"N/A - hors champ";"0.88"
"85058";"Chasnais";"735";"189";"110";"54";"T01_20";6;"311 - Luçon";"0.51"
"85059";"La Châtaigneraie";"2586";"479";"635";"458";"T01_10";5;"447 - La Châtaigneraie";"-0.13"
"85061";"Château-Guibert";"1506";"394";"252";"159";"T02_20";6;"066 - La Roche-sur-Yon";"-0.3"
"85062";"Châteauneuf";"1114";"338";"154";"61";"T01_20";6;"180 - Challans";"2.37"
"85064";"Chauché";"2469";"629";"369";"202";"T00_30";6;"N/A - hors champ";"0.22"
"85065";"Chavagnes-en-Paillers";"3552";"851";"460";"477";"T01_20";5;"202 - Montaigu-Vendée";"0.29"
"85066";"Chavagnes-les-Redoux";"834";"224";"129";"79";"T01_20";6;"411 - Pouzauges";"0.43"
"85067";"Cheffois";"994";"285";"174";"72";"T01_20";6;"447 - La Châtaigneraie";"0.19"
"85070";"Coëx";"3285";"710";"694";"403";"T01_20";5;"192 - Saint-Hilaire-de-Riez";"0.82"
"85071";"Commequiers";"3605";"808";"738";"426";"T01_20";5;"192 - Saint-Hilaire-de-Riez";"1.81"
"85072";"La Copechagnière";"1018";"317";"111";"49";"T02_20";5;"066 - La Roche-sur-Yon";"1.02"
"85073";"Corpe";"1014";"301";"162";"50";"T01_20";5;"311 - Luçon";"-0.1"
"85074";"La Couture";"224";"64";"44";"18";"T02_20";6;"066 - La Roche-sur-Yon";"0.69"
"85076";"Cugand";"3563";"844";"627";"398";"T01_10";3;"615 - Cugand";"0.95"
"85077";"Curzon";"538";"167";"84";"70";"T01_20";6;"311 - Luçon";"2.13"
"85078";"Damvix";"741";"126";"204";"90";"T02_20";6;"063 - Niort";"-0.44"
"85080";"Doix lès Fontaines";"1731";"439";"345";"199";"T01_20";6;"204 - Fontenay-le-Comte";"0.08"
"85081";"Dompierre-sur-Yon";"4344";"1183";"767";"209";"T02_20";5;"066 - La Roche-sur-Yon";"0.79"
"85082";"Les Epesses";"2914";"804";"428";"208";"T02_20";5;"173 - Les Herbiers";"1.02"
"85083";"L'Épine";"1633";"233";"445";"285";"T00_30";5;"N/A - hors champ";"-0.22"
"85084";"Essarts en Bocage";"9174";"2585";"1241";"588";"T01_10";5;"387 - Essarts en Bocage";"1.36"
"85086";"Falleron";"1637";"419";"303";"101";"T01_20";5;"180 - Challans";"1.11"
"85087";"Faymoreau";"198";"32";"44";"27";"T00_30";7;"N/A - hors champ";"-1.44"
"85088";"Le Fenouiller";"4854";"936";"1256";"598";"T01_10";3;"192 - Saint-Hilaire-de-Riez";"1.73"
"85089";"La Ferrière";"5315";"1437";"974";"377";"T02_20";5;"066 - La Roche-sur-Yon";"1.02"
"85090";"Sèvremont";"6423";"1756";"1038";"535";"T02_20";5;"173 - Les Herbiers";"0.02"
"85092";"Fontenay-le-Comte";"13235";"2370";"3029";"2195";"T01_10";3;"204 - Fontenay-le-Comte";"-0.51"
"85093";"Fougeré";"1224";"354";"165";"60";"T02_20";6;"066 - La Roche-sur-Yon";"0.65"
"85094";"Foussais-Payré";"1157";"258";"248";"157";"T01_20";6;"204 - Fontenay-le-Comte";"0.2"
"85095";"Froidfond";"1942";"596";"255";"75";"T01_20";5;"180 - Challans";"2.04"
"85096";"La Garnache";"5114";"1291";"870";"450";"T01_20";5;"180 - Challans";"1.55"
"85097";"La Gaubretière";"3111";"784";"513";"260";"T02_20";5;"173 - Les Herbiers";"0.52"
"85098";"La Genétouze";"1982";"509";"342";"115";"T02_20";5;"066 - La Roche-sur-Yon";"1.41"
"85099";"Le Girouard";"1097";"312";"163";"66";"T02_20";6;"066 - La Roche-sur-Yon";"1.97"
"85100";"Givrand";"2230";"410";"578";"271";"T01_20";5;"192 - Saint-Hilaire-de-Riez";"1.56"
"85101";"Le Givre";"489";"115";"126";"38";"T02_20";6;"066 - La Roche-sur-Yon";"0.77"
"85102";"Grand'Landes";"692";"210";"87";"40";"T00_30";6;"N/A - hors champ";"2.26"
"85103";"Grosbreuil";"2229";"620";"359";"171";"T02_20";6;"139 - Les Sables-d'Olonne";"0.64"
"85104";"Grues";"895";"123";"290";"141";"T00_30";5;"N/A - hors champ";"1.18"
"85105";"Le Gué-de-Velluire";"529";"118";"121";"51";"T00_30";6;"N/A - hors champ";"-0.62"
"85106";"La Guérinière";"1320";"214";"341";"214";"T00_30";5;"N/A - hors champ";"-0.99"
"85108";"L'Herbergement";"3297";"1004";"383";"212";"T01_20";5;"202 - Montaigu-Vendée";"1.65"
"85109";"Les Herbiers";"16250";"3874";"2795";"1549";"T02_10";3;"173 - Les Herbiers";"0.33"
"85110";"L'Hermenault";"924";"193";"173";"182";"T01_20";6;"204 - Fontenay-le-Comte";"1.05"
"85111";"L'Île-d'Elle";"1501";"360";"317";"149";"T03_20";5;"051 - La Rochelle";"-0.03"
"85112";"L'Île-d'Olonne";"2783";"581";"702";"226";"T02_20";5;"139 - Les Sables-d'Olonne";"0.08"
"85113";"L'Île-d'Yeu";"4850";"791";"1221";"712";"T01_10";5;"632 - L'Île-d'Yeu";"0.75"
"85114";"Jard-sur-Mer";"2665";"197";"1126";"701";"T00_30";5;"N/A - hors champ";"0.13"
"85115";"La Jaudonnière";"600";"157";"100";"57";"T01_20";6;"337 - Chantonnay";"-0.6"
"85116";"La Jonchère";"461";"92";"126";"56";"T00_30";6;"N/A - hors champ";"1.93"
"85117";"Lairoux";"621";"133";"143";"50";"T01_20";6;"311 - Luçon";"0.6"
"85118";"Landeronde";"2363";"647";"397";"115";"T02_20";5;"066 - La Roche-sur-Yon";"0.58"
"85119";"Les Landes-Genusson";"2403";"581";"407";"225";"T00_30";5;"N/A - hors champ";"0.95"
"85120";"Landevieille";"1449";"340";"286";"165";"T01_20";5;"192 - Saint-Hilaire-de-Riez";"1.43"
"85121";"Le Langon";"993";"208";"203";"110";"T01_20";5;"204 - Fontenay-le-Comte";"-2.23"
"85123";"Liez";"280";"82";"54";"14";"T02_20";6;"063 - Niort";"0.99"
"85125";"Loge-Fougereuse";"400";"106";"67";"28";"T01_20";6;"447 - La Châtaigneraie";"1.22"
"85126";"Longèves";"1341";"334";"252";"109";"T01_10";3;"204 - Fontenay-le-Comte";"0.51"
"85127";"Longeville-sur-Mer";"2405";"294";"830";"500";"T00_30";5;"N/A - hors champ";"-0.34"
"85128";"Luçon";"9554";"1623";"2201";"1680";"T01_10";3;"311 - Luçon";"0.34"
"85129";"Les Lucs-sur-Boulogne";"3522";"923";"514";"358";"T02_20";5;"066 - La Roche-sur-Yon";"0.89"
"85130";"Maché";"1589";"426";"252";"80";"T00_30";6;"N/A - hors champ";"3.13"
"85131";"Les Magnils-Reigniers";"1486";"334";"354";"101";"T01_20";6;"311 - Luçon";"-0.88"
"85132";"Maillé";"749";"161";"149";"111";"T01_20";6;"204 - Fontenay-le-Comte";"-0.33"
"85133";"Maillezais";"921";"165";"232";"178";"T01_20";6;"204 - Fontenay-le-Comte";"-1.13"
"85134";"Mallièvre";"243";"57";"37";"26";"T00_30";6;"N/A - hors champ";"-0.67"
"85135";"Mareuil-sur-Lay-Dissais";"2792";"639";"631";"369";"T02_20";5;"066 - La Roche-sur-Yon";"0.05"
"85136";"Marillet";"123";"28";"30";"12";"T00_30";7;"N/A - hors champ";"1.57"
"85137";"Marsais-Sainte-Radégonde";"480";"93";"116";"48";"T01_20";6;"204 - Fontenay-le-Comte";"-2.09"
"85138";"Martinet";"1171";"342";"169";"65";"T02_20";5;"066 - La Roche-sur-Yon";"2.63"
"85139";"Le Mazeau";"445";"82";"119";"60";"T02_20";6;"063 - Niort";"-0.33"
"85140";"La Meilleraie-Tillay";"1502";"333";"247";"180";"T01_20";6;"411 - Pouzauges";"-0.94"
"85141";"Menomblet";"675";"186";"111";"54";"T01_20";6;"411 - Pouzauges";"1.56"
"85142";"La Merlatière";"1014";"309";"91";"53";"T02_20";6;"066 - La Roche-sur-Yon";"0.5"
"85143";"Mervent";"1047";"227";"228";"109";"T01_20";6;"204 - Fontenay-le-Comte";"-0.36"
"85144";"Mesnard-la-Barotière";"1504";"455";"178";"58";"T02_20";5;"173 - Les Herbiers";"2.13"
"85145";"Monsireigne";"957";"261";"136";"72";"T01_20";6;"337 - Chantonnay";"0"
"85146";"Montaigu-Vendée";"20424";"5651";"2882";"1483";"T01_10";3;"202 - Montaigu-Vendée";"0.69"
"85147";"Montournais";"1641";"391";"322";"143";"T01_20";6;"411 - Pouzauges";"-0.62"
"85148";"Montreuil";"814";"194";"154";"73";"T01_20";6;"204 - Fontenay-le-Comte";"0.44"
"85149";"Moreilles";"413";"124";"49";"39";"T00_30";6;"N/A - hors champ";"1.9"
"85151";"Mortagne-sur-Sèvre";"6059";"1482";"963";"581";"T02_20";3;"067 - Cholet";"0.28"
"85152";"Les Achards";"5271";"1436";"727";"464";"T02_20";5;"066 - La Roche-sur-Yon";"1.64"
"85153";"Mouchamps";"2922";"809";"401";"242";"T02_20";5;"173 - Les Herbiers";"0.59"
"85154";"Mouilleron-Saint-Germain";"1806";"464";"344";"205";"T00_30";5;"N/A - hors champ";"-0.09"
"85155";"Mouilleron-le-Captif";"4971";"1262";"1041";"354";"T02_20";5;"066 - La Roche-sur-Yon";"0.48"
"85156";"Moutiers-les-Mauxfaits";"2212";"549";"392";"316";"T02_20";5;"066 - La Roche-sur-Yon";"1.37"
"85157";"Moutiers-sur-le-Lay";"761";"186";"135";"83";"T00_30";6;"N/A - hors champ";"0.72"
"85158";"Mouzeuil-Saint-Martin";"1194";"283";"230";"121";"T01_20";5;"204 - Fontenay-le-Comte";"-0.52"
"85159";"Nalliers";"2310";"544";"406";"290";"T01_20";5;"311 - Luçon";"-0.02"
"85160";"Nesmy";"2912";"824";"514";"158";"T02_20";5;"066 - La Roche-sur-Yon";"0.74"
"85161";"Nieul-le-Dolent";"2549";"661";"398";"262";"T02_20";5;"066 - La Roche-sur-Yon";"1"
"85162";"Rives-d'Autise";"2094";"601";"306";"222";"T02_20";6;"063 - Niort";"0.09"
"85163";"Noirmoutier-en-l'Île";"4550";"647";"1367";"813";"T00_30";6;"N/A - hors champ";"-0.13"
"85164";"Notre-Dame-de-Monts";"2149";"304";"695";"381";"T01_10";5;"453 - Saint-Jean-de-Monts";"1.23"
"85167";"L'Orbrie";"787";"152";"187";"61";"T01_20";6;"204 - Fontenay-le-Comte";"-0.42"
"85169";"Palluau";"1106";"314";"199";"61";"T00_30";5;"N/A - hors champ";"0.32"
"85171";"Péault";"608";"169";"104";"38";"T02_20";6;"066 - La Roche-sur-Yon";"1.26"
"85172";"Le Perrier";"2056";"477";"440";"215";"T01_20";5;"180 - Challans";"1.35"
"85174";"Petosse";"687";"184";"110";"46";"T01_20";6;"204 - Fontenay-le-Comte";"0.62"
"85175";"Les Pineaux";"660";"210";"78";"40";"T02_20";6;"066 - La Roche-sur-Yon";"1.35"
"85176";"Pissotte";"1160";"245";"242";"197";"T01_20";5;"204 - Fontenay-le-Comte";"0.28"
"85177";"Les Velluire-sur-Vendée";"1383";"371";"230";"139";"T01_20";5;"204 - Fontenay-le-Comte";"1.39"
"85178";"Le Poiré-sur-Vie";"8596";"2525";"1256";"493";"T02_20";5;"066 - La Roche-sur-Yon";"0.59"
"85179";"Poiroux";"1158";"302";"215";"93";"T02_20";6;"139 - Les Sables-d'Olonne";"2.7"
"85181";"Pouillé";"644";"171";"115";"57";"T01_20";6;"204 - Fontenay-le-Comte";"-0.08"
"85182";"Pouzauges";"5557";"1243";"1047";"605";"T01_10";5;"411 - Pouzauges";"0.06"
"85184";"Puy-de-Serre";"321";"70";"71";"32";"T01_20";6;"447 - La Châtaigneraie";"-0.05"
"85185";"Puyravault";"657";"146";"115";"102";"T03_20";5;"051 - La Rochelle";"-0.72"
"85186";"La Rabatelière";"999";"287";"113";"96";"T00_30";5;"N/A - hors champ";"0.97"
"85187";"Réaumur";"862";"206";"141";"82";"T01_20";6;"411 - Pouzauges";"0.67"
"85188";"La Réorthe";"1097";"294";"193";"90";"T01_20";6;"337 - Chantonnay";"-0.14"
"85189";"Notre-Dame-de-Riez";"2156";"476";"388";"275";"T01_20";5;"192 - Saint-Hilaire-de-Riez";"1.4"
"85190";"Rocheservière";"3400";"1005";"421";"292";"T00_30";5;"N/A - hors champ";"1.74"
"85191";"La Roche-sur-Yon";"55147";"13338";"9314";"5524";"T02_10";2;"066 - La Roche-sur-Yon";"0.75"
"85192";"Rochetrejoux";"988";"299";"143";"61";"T02_20";6;"173 - Les Herbiers";"1.53"
"85193";"Rosnay";"645";"178";"109";"45";"T02_20";6;"066 - La Roche-sur-Yon";"1.55"
"85194";"Les Sables-d'Olonne";"45030";"6754";"13101";"8644";"T02_10";3;"139 - Les Sables-d'Olonne";"1.11"
"85196";"Saint-André-Goule-d'Oie";"1892";"564";"233";"98";"T01_20";5;"607 - Saint-Fulgent";"1.17"
"85197";"Montréverd";"3761";"1140";"477";"269";"T01_20";6;"202 - Montaigu-Vendée";"1.42"
"85198";"Saint-Aubin-des-Ormeaux";"1344";"377";"187";"85";"T02_20";5;"067 - Cholet";"0.38"
"85199";"Saint-Aubin-la-Plaine";"542";"180";"74";"22";"T01_20";6;"311 - Luçon";"0.66"
"85200";"Saint-Avaugourd-des-Landes";"1082";"295";"205";"68";"T02_20";6;"066 - La Roche-sur-Yon";"1.24"
"85201";"Saint-Benoist-sur-Mer";"493";"88";"145";"73";"T00_30";6;"N/A - hors champ";"2.38"
"85202";"Sainte-Cécile";"1597";"456";"240";"126";"T01_20";5;"387 - Essarts en Bocage";"0.68"
"85204";"Saint-Christophe-du-Ligneron";"2586";"681";"403";"243";"T01_20";5;"180 - Challans";"0.37"
"85205";"Saint-Cyr-des-Gâts";"528";"120";"115";"39";"T01_20";6;"204 - Fontenay-le-Comte";"0.03"
"85206";"Saint-Cyr-en-Talmondais";"394";"64";"126";"41";"T00_30";6;"N/A - hors champ";"1.61"
"85207";"Saint-Denis-du-Payré";"389";"60";"123";"59";"T01_20";6;"311 - Luçon";"0.35"
"85208";"Saint-Denis-la-Chevasse";"2376";"657";"291";"203";"T02_20";5;"066 - La Roche-sur-Yon";"1.02"
"85209";"Saint-Étienne-de-Brillouet";"642";"215";"75";"38";"T00_30";6;"N/A - hors champ";"2.36"
"85210";"Saint-Étienne-du-Bois";"2135";"592";"269";"233";"T00_30";5;"N/A - hors champ";"0.44"
"85211";"Sainte-Flaive-des-Loups";"2439";"695";"375";"156";"T02_20";5;"066 - La Roche-sur-Yon";"1.12"
"85213";"Rives de l'Yon";"4217";"1079";"753";"353";"T02_20";5;"066 - La Roche-sur-Yon";"0.76"
"85214";"Sainte-Foy";"2378";"599";"374";"125";"T02_20";6;"139 - Les Sables-d'Olonne";"4.05"
"85215";"Saint-Fulgent";"3814";"976";"574";"403";"T01_10";5;"607 - Saint-Fulgent";"0.38"
"85216";"Sainte-Gemme-la-Plaine";"2058";"533";"315";"204";"T01_20";5;"311 - Luçon";"0.15"
"85218";"Saint-Georges-de-Pointindoux";"1696";"468";"277";"91";"T02_20";5;"066 - La Roche-sur-Yon";"0.7"
"85220";"Saint-Germain-de-Prinçay";"1598";"381";"309";"113";"T01_10";5;"337 - Chantonnay";"0.98"
"85221";"Saint-Gervais";"2697";"627";"591";"240";"T01_20";5;"180 - Challans";"1.44"
"85222";"Saint-Gilles-Croix-de-Vie";"7862";"1067";"2478";"1759";"T01_10";3;"192 - Saint-Hilaire-de-Riez";"0.86"
"85223";"Sainte-Hermine";"2940";"765";"486";"350";"T00_30";6;"N/A - hors champ";"0.48"
"85226";"Saint-Hilaire-de-Riez";"11297";"1630";"3632";"2110";"T01_10";3;"192 - Saint-Hilaire-de-Riez";"0.19"
"85227";"Saint-Hilaire-des-Loges";"1921";"451";"363";"257";"T01_20";5;"204 - Fontenay-le-Comte";"-0.33"
"85229";"Saint-Hilaire-de-Voust";"585";"124";"145";"94";"T01_20";6;"447 - La Châtaigneraie";"-1.89"
"85231";"Saint-Hilaire-la-Forêt";"790";"155";"236";"95";"T00_30";6;"N/A - hors champ";"-0.5"
"85232";"Saint-Hilaire-le-Vouhis";"1079";"326";"139";"52";"T01_20";6;"387 - Essarts en Bocage";"1.07"
"85233";"Saint-Jean-de-Beugné";"604";"158";"82";"39";"T01_20";6;"311 - Luçon";"0.28"
"85234";"Saint-Jean-de-Monts";"8696";"1326";"2624";"1649";"T01_10";3;"453 - Saint-Jean-de-Monts";"0.68"
"85235";"Saint-Juire-Champgillon";"421";"99";"80";"42";"T00_30";6;"N/A - hors champ";"0.36"
"85236";"Saint-Julien-des-Landes";"1872";"472";"354";"165";"T00_30";5;"N/A - hors champ";"2.52"
"85237";"Saint-Laurent-de-la-Salle";"378";"84";"79";"39";"T01_20";6;"204 - Fontenay-le-Comte";"0.45"
"85238";"Saint-Laurent-sur-Sèvre";"3689";"977";"589";"519";"T02_20";5;"067 - Cholet";"0.53"
"85239";"Saint-Maixent-sur-Vie";"1124";"315";"185";"71";"T01_20";6;"192 - Saint-Hilaire-de-Riez";"2.02"
"85240";"Saint-Malô-du-Bois";"1615";"491";"201";"88";"T00_30";5;"N/A - hors champ";"0.72"
"85242";"Saint-Mars-la-Réorthe";"999";"282";"162";"54";"T02_20";5;"173 - Les Herbiers";"1.11"
"85243";"Brem-sur-Mer";"2817";"444";"841";"492";"T02_20";5;"139 - Les Sables-d'Olonne";"1.3"
"85244";"Saint-Martin-de-Fraigneau";"821";"214";"148";"50";"T01_20";5;"204 - Fontenay-le-Comte";"0.37"
"85245";"Saint-Martin-des-Fontaines";"171";"39";"27";"17";"T01_20";6;"204 - Fontenay-le-Comte";"1.22"
"85246";"Saint-Martin-des-Noyers";"2483";"628";"399";"245";"T01_10";5;"387 - Essarts en Bocage";"1.5"
